PARAGRAPH NUMBER	ENTITY TYPE	ENTITY	CO-OCCURRING NOUNS	CO-OCCURRING ADJECTIVES	CO-OCCURRING VERBS	VALENCE	AROUSAL	DOMINANCE	SENTENCE
65	PERSON	Fairy	eye;way;maiden		be;do;see;know;go;come	6.16	3.77583333333	5.7275	Away and away, till eye could see it no longer, and Connla and the Fairy Maiden went their way on the sea, and were no more seen, nor did any know where they came.
65	LOCATION	the sea	eye;way;maiden		be;do;see;know;go;come	6.16	3.77583333333	5.7275	Away and away, till eye could see it no longer, and Connla and the Fairy Maiden went their way on the sea, and were no more seen, nor did any know where they came.
69	PERSON	Musha	ll;soul	merry	re;say;follow	5.908	4.412	6.07	"Musha, by my soul," says he, "but ye"re merry enough, and I"ll follow ye."
72	PERSON	Guleesh	man	to-night	be;say;come	5.63	4.158	5.752	Said a man of them to him: "Are you coming with us to-night, Guleesh?"
73	PERSON	Guleesh			be;say	5.69666666667	4.28666666667	5.79333333333	"I am surely," said Guleesh.
75	LOCATION	the sea	none;race;brink	full	come;do;make;stop;stay	5.66222222222	3.76555555556	5.51666666667	And stop nor stay of that full race, did they make none, until they came to the brink of the sea.
76	PERSON	Guleesh	land;moment;time;wind;air	dry	go;be;remember;have	6.17071428571	3.63571428571	5.59785714286	and that moment they were up in the air, and before Guleesh had time to remember where he was, they were down on dry land again, and were going like the wind.
78	PERSON	Guleesh			say;know	5.91	4.22333333333	5.88666666667	"Not a know," says Guleesh.
81	PERSON	Guleesh	sheehogue;s;feast;daughter	young	be;marry;carry;go;come;hope	6.24631578947	4.05315789474	5.53421052632	Three days the feast was going on, and the third night she was to be married, and that was the night that Guleesh and the sheehogues came, hoping, if they could, to carry off with them the king"s young daughter.
81	PERSON	the king	sheehogue;s;feast;daughter	young	be;marry;carry;go;come;hope	6.24631578947	4.05315789474	5.53421052632	Three days the feast was going on, and the third night she was to be married, and that was the night that Guleesh and the sheehogues came, hoping, if they could, to carry off with them the king"s young daughter.
83	PERSON	the king	light;s;noise;daughter	little;used	be;say;tell;become	5.64692307692	4.34615384615	5.47153846154	"Tell me which of them is the king"s daughter," said Guleesh, when he was becoming a little used to the noise and the light.
83	PERSON	Guleesh	light;s;noise;daughter	little;used	be;say;tell;become	5.64692307692	4.34615384615	5.47153846154	"Tell me which of them is the king"s daughter," said Guleesh, when he was becoming a little used to the noise and the light.
86	PERSON	Guleesh	everybody;merriment;grief;s;t;sport;round	full	be;say	5.585	4.006	5.463	"It can"t be," said Guleesh, "that there"s grief on her, when everybody round her is so full of sport and merriment."
87	PERSON	The king	king;ll;to-night;son;s;mouth;way;time;grace	crooked;ugly;longer	be;help;give;marry;say;s	5.67837837838	4.27702702703	5.35081081081	The king gave her a year"s grace, and when that year was up he gave her another year"s grace, and then another; but a week or a day he would not give her longer, and she is eighteen years old to-night, and it"s time for her to marry; but, indeed," says he, and he crooked his mouth in an ugly way--"indeed, it"s no king"s son she"ll marry, if I can help it."
90	PERSON	Guleesh	dance;tear;eye;round		go;be;see	5.9775	3.9475	5.62625	They went round in the dance near where Guleesh was, and he could plainly see that there were tears in her eyes.
91	PERSON	the queen	king;dancing;time;father;mother;bishop;husband	ready;right;old;wedding-ring	be;give;marry;say;put;come	6.17	4.0965	5.586	When the dancing was over, the old king, her father, and her mother the queen, came up and said that this was the right time to marry her, that the bishop was ready, and it was time to put the wedding-ring on her and give her to her husband.
92	PERSON	The king	daughter;people;altar;hand;youth;lord	great	go;follow;take	5.91076923077	4.31153846154	5.44538461538	The king took the youth by the hand, and the queen took her daughter, and they went up together to the altar, with the lords and great people following them.
92	PERSON	the queen	daughter;people;altar;hand;youth;lord	great	go;follow;take	5.91076923077	4.31153846154	5.44538461538	The king took the youth by the hand, and the queen took her daughter, and they went up together to the altar, with the lords and great people following them.
93	PERSON	Guleesh	_	little;man_een	see;come;raise;seize	5.57	3.77666666667	5.31333333333	The little man_een_ seized her and raised her up behind Guleesh, and the king nor no one else saw them, but out with them through the hall till they came to the door.
93	PERSON	the king	_	little;man_een	see;come;raise;seize	5.57	3.77666666667	5.31333333333	The little man_een_ seized her and raised her up behind Guleesh, and the king nor no one else saw them, but out with them through the hall till they came to the door.
93	LOCATION	the hall	_	little;man_een	see;come;raise;seize	5.57	3.77666666667	5.31333333333	The little man_een_ seized her and raised her up behind Guleesh, and the king nor no one else saw them, but out with them through the hall till they came to the door.
93	LOCATION	the door	_	little;man_een	see;come;raise;seize	5.57	3.77666666667	5.31333333333	The little man_een_ seized her and raised her up behind Guleesh, and the king nor no one else saw them, but out with them through the hall till they came to the door.
94	PERSON	the lady	guleesh;man	little	jump;put;say;go;be	6.00818181818	4.05545454545	5.84727272727	"Now, jump up, Guleesh," said the little man, "and put the lady behind you, and we will be going; the morning is not far off from us now."
95	PERSON	Guleesh	horse;rise;race	other;full	raise;say;s;leap;go;come	5.76411764706	4.20294117647	5.64588235294	Guleesh raised her up on the horse"s back, and leaped up himself before her, and, "Rise, horse," said he; and his horse, and the other horses with him, went in a full race until they came to the sea.
95	LOCATION	the sea	horse;rise;race	other;full	raise;say;s;leap;go;come	5.76411764706	4.20294117647	5.64588235294	Guleesh raised her up on the horse"s back, and leaped up himself before her, and, "Rise, horse," said he; and his horse, and the other horses with him, went in a full race until they came to the sea.
97	PERSON	Guleesh	moment;horse;cloud;leap		cut;say;rise;come	5.69666666667	3.92777777778	5.63555555556	said Guleesh; and on the moment the horse rose under him, and cut a leap in the clouds, and came down in Erin.
97	PERSON	Erin	moment;horse;cloud;leap		cut;say;rise;come	5.69666666667	3.92777777778	5.63555555556	said Guleesh; and on the moment the horse rose under him, and cut a leap in the clouds, and came down in Erin.
98	PERSON	Guleesh	girl;horse;arm	young	catch;turn;leap;come	5.86444444444	3.92222222222	5.58555555556	And when they came as far as that, Guleesh turned and caught the young girl in his two arms, and leaped off the horse.
100	PERSON	Guleesh	people	good	hear;say;call	6.472	3.754	6.202	The good people called out together when they heard what Guleesh said:
101	PERSON	Guleesh	trick;good;thief		do;happen;play;clown	5.55875	4.29	5.1575	Guleesh, you clown, you thief, that no good may happen you, why did you play that trick on us?"
102	PERSON	the girl	power		carry;consecrate;have	5.88666666667	4.14166666667	5.46166666667	But they had no power at all to carry off the girl, after Guleesh had consecrated her to himself.
102	PERSON	Guleesh	power		carry;consecrate;have	5.88666666667	4.14166666667	5.46166666667	But they had no power at all to carry off the girl, after Guleesh had consecrated her to himself.
105	PERSON	Guleesh	answer;rath;sight;rest;hand	able	be;give;stretch;see;say;go	6.17071428571	3.915	5.68571428571	When he said that he stretched out his two hands, and before Guleesh was able to give an answer, he and the rest of them were gone into the rath out of his sight, and he saw them no more.
106	PERSON	Guleesh	anything;servant;mind;ll;father;grief;s;house;trouble;lady	own;afraid	be;do;spend;say;tell;speak	5.3848	4.3156	5.27	"There"s trouble and grief on her yet," said Guleesh in his own mind, and he spoke to her again: "I am afraid that you must spend this night in my father"s house, lady, and if there is anything that I can do for you, tell me, and I"ll be your servant."
111	PERSON	The girl	heart;plight;eye;stream;power;tear;hand;s;speech;finger;sight;tongue;voice;girl	dry;smooth;young;unhappy;outside;white;soft;rough	be;own;run;raise;show;lay;have;lose;stand	5.82194444444	4.13277777778	5.58222222222	The girl raised her white smooth hand, and laid her finger on her tongue, to show him that she had lost her voice and power of speech, and the tears ran out of her two eyes like streams, and Guleesh"s own eyes were not dry, for as rough as he was on the outside he had a soft heart, and could not stand the sight of the young girl, and she in that unhappy plight.
111	PERSON	Guleesh	heart;plight;eye;stream;power;tear;hand;s;speech;finger;sight;tongue;voice;girl	dry;smooth;young;unhappy;outside;white;soft;rough	be;own;run;raise;show;lay;have;lose;stand	5.82194444444	4.13277777778	5.58222222222	The girl raised her white smooth hand, and laid her finger on her tongue, to show him that she had lost her voice and power of speech, and the tears ran out of her two eyes like streams, and Guleesh"s own eyes were not dry, for as rough as he was on the outside he had a soft heart, and could not stand the sight of the young girl, and she in that unhappy plight.
112	LOCATION	France	daughter;house;father;insult;s;home;lady	afraid;young;mock	do;begin;like;be;make;bring;know;have;believe;think	5.78517241379	4.01068965517	5.54275862069	He began thinking with himself what he ought to do, and he did not like to bring her home with himself to his father"s house, for he knew well that they would not believe him, that he had been in France and brought back with him the king of France"s daughter, and he was afraid they might make a mock of the young lady or insult her.
112	PERSON	the king	daughter;house;father;insult;s;home;lady	afraid;young;mock	do;begin;like;be;make;bring;know;have;believe;think	5.78517241379	4.01068965517	5.54275862069	He began thinking with himself what he ought to do, and he did not like to bring her home with himself to his father"s house, for he knew well that they would not believe him, that he had been in France and brought back with him the king of France"s daughter, and he was afraid they might make a mock of the young lady or insult her.
112	LOCATION	France	daughter;house;father;insult;s;home;lady	afraid;young;mock	do;begin;like;be;make;bring;know;have;believe;think	5.78517241379	4.01068965517	5.54275862069	He began thinking with himself what he ought to do, and he did not like to bring her home with himself to his father"s house, for he knew well that they would not believe him, that he had been in France and brought back with him the king of France"s daughter, and he was afraid they might make a mock of the young lady or insult her.
113	PERSON	the lady	house;father;s;priest;place;care	other;good;loth;friendly;excellent	be;bring;wish;say;turn;remain;take;go;tell	6.15107142857	3.94285714286	5.9225	He turned to the lady again and told her that he was loth to take her to his father"s house, but that there was an excellent priest very friendly to himself, who would take good care of her, if she wished to remain in his house; but that if there was any other place she would rather go, he said he would bring her to it.
115	PERSON	Guleesh		certain	be;marry;see;want;come;wonder	6.14090909091	4.08090909091	5.65090909091	He wondered when he saw Guleesh and the girl, for he was certain that it was coming wanting to be married they were.
115	PERSON	the girl		certain	be;marry;see;want;come;wonder	6.14090909091	4.08090909091	5.65090909091	He wondered when he saw Guleesh and the girl, for he was certain that it was coming wanting to be married they were.
117	PERSON	Guleesh	house;father;anybody;marriage;lodging;lady	young	look;give;wish;marry;please;s;say;ask;come	6.27470588235	4.26882352941	5.74823529412	"Father," said Guleesh, "you can marry me, or anybody else, if you wish; but it"s not looking for marriage I came to you now, but to ask you, if you please, to give a lodging in your house to this young lady."
118	LOCATION	the door	parlour;head;priest;question;maiden	other	desire;shut;look;sit;bring;have;put;come	5.57	3.85705882353	5.80352941176	The priest looked at him as though he had ten heads on him; but without putting any other question to him, he desired him to come in, himself and the maiden, and when they came in, he shut the door, brought them into the parlour, and put them sitting.
120	PERSON	Guleesh	lie;word;joke;m;daughter;lady		carry;be;make;tell;say	5.68842105263	4.44473684211	5.42631578947	"I"m not telling a word of lie, nor making a joke of you," said Guleesh; "but it was from the palace of the king of France I carried off this lady, and she is the daughter of the king of France."
120	LOCATION	the palace	lie;word;joke;m;daughter;lady		carry;be;make;tell;say	5.68842105263	4.44473684211	5.42631578947	"I"m not telling a word of lie, nor making a joke of you," said Guleesh; "but it was from the palace of the king of France I carried off this lady, and she is the daughter of the king of France."
120	PERSON	the king	lie;word;joke;m;daughter;lady		carry;be;make;tell;say	5.68842105263	4.44473684211	5.42631578947	"I"m not telling a word of lie, nor making a joke of you," said Guleesh; "but it was from the palace of the king of France I carried off this lady, and she is the daughter of the king of France."
120	LOCATION	France	lie;word;joke;m;daughter;lady		carry;be;make;tell;say	5.68842105263	4.44473684211	5.42631578947	"I"m not telling a word of lie, nor making a joke of you," said Guleesh; "but it was from the palace of the king of France I carried off this lady, and she is the daughter of the king of France."
120	PERSON	the king	lie;word;joke;m;daughter;lady		carry;be;make;tell;say	5.68842105263	4.44473684211	5.42631578947	"I"m not telling a word of lie, nor making a joke of you," said Guleesh; "but it was from the palace of the king of France I carried off this lady, and she is the daughter of the king of France."
120	LOCATION	France	lie;word;joke;m;daughter;lady		carry;be;make;tell;say	5.68842105263	4.44473684211	5.42631578947	"I"m not telling a word of lie, nor making a joke of you," said Guleesh; "but it was from the palace of the king of France I carried off this lady, and she is the daughter of the king of France."
122	PERSON	Guleesh	kind;means;house;father;back;priest;man	thankful;own;pleased;long	be;do;send;keep;say;know;have	6.10227272727	3.71136363636	6.03454545455	When Guleesh said that he would be very thankful to the priest if he would keep her in his own house, the kind man said he would do that as long as Guleesh pleased, but that he did not know what they ought to do with her, because they had no means of sending her back to her father again.
122	PERSON	Guleesh	kind;means;house;father;back;priest;man	thankful;own;pleased;long	be;do;send;keep;say;know;have	6.10227272727	3.71136363636	6.03454545455	When Guleesh said that he would be very thankful to the priest if he would keep her in his own house, the kind man said he would do that as long as Guleesh pleased, but that he did not know what they ought to do with her, because they had no means of sending her back to her father again.
124	PERSON	Guleesh	foot;home;people		be;ask;say;have;pass;go	5.87266666667	3.618	5.63666666667	Guleesh went home then, and when his people asked him where he had been, he said that he had been asleep at the foot of the ditch, and had passed the night there.
124	LOCATION	the ditch	foot;home;people		be;ask;say;have;pass;go	5.87266666667	3.618	5.63666666667	Guleesh went home then, and when his people asked him where he had been, he said that he had been asleep at the foot of the ditch, and had passed the night there.
125	PERSON	Guleesh	story;priest;people;house;everything;s;other;wish;respect;thing;man	great;same	be;draw;like;clear;say;have	5.92896551724	3.90344827586	5.70482758621	Some of the people said that everything was not as it ought to be, and others, that Guleesh was not like the same man that was in it before, and that it was a great story, how he was drawing every day to the priest"s house, and that the priest had a wish and a respect for him, a thing they could not clear up at all.
126	PERSON	Guleesh	knowledge;wares;seller;s;priest;place;letter;buyer;hand		be;use;give;write;go;place;have;ask;come	5.8708	3.932	5.6568	Nor had the priest any better knowledge than he; but when Guleesh asked him, he wrote three or four letters to the king of France, and gave them to buyers and sellers of wares, who used to be going from place to place across the sea; but they all went astray, and never a one came to the king"s hand.
126	PERSON	the king	knowledge;wares;seller;s;priest;place;letter;buyer;hand		be;use;give;write;go;place;have;ask;come	5.8708	3.932	5.6568	Nor had the priest any better knowledge than he; but when Guleesh asked him, he wrote three or four letters to the king of France, and gave them to buyers and sellers of wares, who used to be going from place to place across the sea; but they all went astray, and never a one came to the king"s hand.
126	LOCATION	France	knowledge;wares;seller;s;priest;place;letter;buyer;hand		be;use;give;write;go;place;have;ask;come	5.8708	3.932	5.6568	Nor had the priest any better knowledge than he; but when Guleesh asked him, he wrote three or four letters to the king of France, and gave them to buyers and sellers of wares, who used to be going from place to place across the sea; but they all went astray, and never a one came to the king"s hand.
126	LOCATION	the sea	knowledge;wares;seller;s;priest;place;letter;buyer;hand		be;use;give;write;go;place;have;ask;come	5.8708	3.932	5.6568	Nor had the priest any better knowledge than he; but when Guleesh asked him, he wrote three or four letters to the king of France, and gave them to buyers and sellers of wares, who used to be going from place to place across the sea; but they all went astray, and never a one came to the king"s hand.
126	PERSON	the king	knowledge;wares;seller;s;priest;place;letter;buyer;hand		be;use;give;write;go;place;have;ask;come	5.8708	3.932	5.6568	Nor had the priest any better knowledge than he; but when Guleesh asked him, he wrote three or four letters to the king of France, and gave them to buyers and sellers of wares, who used to be going from place to place across the sea; but they all went astray, and never a one came to the king"s hand.
127	PERSON	The boy	matter;priest;daughter;back;god	last	be;beseech;leave;write;hear;take;fear	5.44142857143	4.30642857143	5.25857142857	The boy feared greatly at last, lest the king should really hear where his daughter was, and take her back from himself, and he besought the priest to write no more, but to leave the matter to God.
127	PERSON	the king	matter;priest;daughter;back;god	last	be;beseech;leave;write;hear;take;fear	5.44142857143	4.30642857143	5.25857142857	The boy feared greatly at last, lest the king should really hear where his daughter was, and take her back from himself, and he besought the priest to write no more, but to leave the matter to God.
139	PERSON	Don	head;ll;t		go;be;bother	5.56	4.388	5.122	"Don"t bother your head with him; we"ll be going."
141	LOCATION	the way	standing;eye;head;roolya-boolya;air	poor	look;rise;leave;go;come;find;_;wonder	5.99571428571	3.70142857143	5.58428571429	And with that they rose up into the air, and out with them with one _roolya-boolya_ the way they came; and they left poor Guleesh standing where they found him, and the two eyes going out of his head, looking after them and wondering.
141	PERSON	Guleesh	standing;eye;head;roolya-boolya;air	poor	look;rise;leave;go;come;find;_;wonder	5.99571428571	3.70142857143	5.58428571429	And with that they rose up into the air, and out with them with one _roolya-boolya_ the way they came; and they left poor Guleesh standing where they found him, and the two eyes going out of his head, looking after them and wondering.
142	LOCATION	the house	plant;docking;sun;ll;search;s;thistle		rise;grow	5.888	4.192	5.494	I"ll search well as soon as the sun rises, whether there"s any plant growing beside the house except thistles and dockings."
143	LOCATION	the house	herb;gable	large;strange;long	be;search;observe;grow	5.89	3.862	5.421	And, indeed, he was not long searching till he observed a large strange herb that was growing up just by the gable of the house.
147	PERSON	the king	juice;s;drink;daughter;herb		have;give;rise;wake;determine;go;wait	6.22588235294	4.21941176471	5.66058823529	He had to wait, then, till the day rose; but he determined, as soon as he should wake in the morning, that he would go to the king"s daughter and give her a drink of the juice of the herb.
149	LOCATION	the house	priest;lady	young	be;visit;have;come;find;wonder	6.245	3.76	5.77	When he came to the house, he found the priest and the young lady within, and they were wondering greatly why he had not visited them for two days.
150	PERSON	the lady	harm;power;taste;herb;hurt;news	certain;great;good	be;do;get;make;try;say;vow;swear;tell	5.725	4.08954545455	5.67954545455	He told them all his news, and said that he was certain that there was great power in that herb, and that it would do the lady no hurt, for he tried it himself and got good from it, and then he made her taste it, for he vowed and swore that there was no harm in it.
151	PERSON	Guleesh	morrow;half;sleep;bed;cup	heavy	wake;fall;drink;come;hand	5.93153846154	3.72615384615	5.32769230769	Guleesh handed her the cup, and she drank half of it, and then fell back on her bed and a heavy sleep came on her, and she never woke out of that sleep till the day on the morrow.
152	PERSON	Guleesh	fear;priest;unhope;hope;expectation	entire	save;hurt;wait;sit	5.47272727273	4.34181818182	5.39727272727	Guleesh and the priest sat up the entire night with her, waiting till she should awake, and they between hope and unhope, between expectation of saving her and fear of hurting her.
153	PERSON	Guleesh	thought;priest;room	best;same	be;do;sit;collect;see;astonish	5.83909090909	3.76636363636	5.67727272727	She was like one astonished when she saw Guleesh and the priest in the same room with her, and she sat up doing her best to collect her thoughts.
154	PERSON	Mary	priest;anxiety;man	great;silent	be;do;remain;see;sleep;wait;say;speak	5.6855	3.957	5.665	The two men were in great anxiety waiting to see would she speak, or would she not speak, and when they remained silent for a couple of minutes, the priest said to her: "Did you sleep well, Mary?"
156	PERSON	Guleesh	heart;god;talking;shout;thanks;joy;knee;lady;talk		do;run;give;say;hear;have;fall;put;speak	5.9752173913	4.34608695652	5.7147826087	No sooner did Guleesh hear her talking than he put a shout of joy out of him, and ran over to her and fell on his two knees, and said: "A thousand thanks to God, who has given you back the talk; lady of my heart, speak again to me."
157	PERSON	The lady	heart;kindness;drink	certain	be;forget;give;oblige;show;understand;answer;come;boil	6.20473684211	4.06526315789	5.76157894737	The lady answered him that she understood it was he who boiled that drink for her, and gave it to her; that she was obliged to him from her heart for all the kindness he showed her since the day she first came to Ireland, and that he might be certain that she never would forget it.
157	LOCATION	Ireland	heart;kindness;drink	certain	be;forget;give;oblige;show;understand;answer;come;boil	6.20473684211	4.06526315789	5.76157894737	The lady answered him that she understood it was he who boiled that drink for her, and gave it to her; that she was obliged to him from her heart for all the kindness he showed her since the day she first came to Ireland, and that he might be certain that she never would forget it.
159	LOCATION	the house	house;state;s;priest;time;lady	asleep;young;same	go;be;wake;find;leave	6.004375	3.725625	5.52625	When he woke up he went back to the priest"s house, and found that the young lady was in the same state, and that she was asleep almost since the time that he left the house.
160	LOCATION	the table	food;daughter;s;priest;friendship	best	be;use;like;increase;have;put;come;eat;speak	6.08571428571	4.06285714286	5.85095238095	The priest put food on the table again, and they ate together, and Guleesh used after that to come to the house from day to day, and the friendship that was between him and the king"s daughter increased, because she had no one to speak to except Guleesh and the priest, and she liked Guleesh best.
160	PERSON	Guleesh	food;daughter;s;priest;friendship	best	be;use;like;increase;have;put;come;eat;speak	6.08571428571	4.06285714286	5.85095238095	The priest put food on the table again, and they ate together, and Guleesh used after that to come to the house from day to day, and the friendship that was between him and the king"s daughter increased, because she had no one to speak to except Guleesh and the priest, and she liked Guleesh best.
160	LOCATION	the house	food;daughter;s;priest;friendship	best	be;use;like;increase;have;put;come;eat;speak	6.08571428571	4.06285714286	5.85095238095	The priest put food on the table again, and they ate together, and Guleesh used after that to come to the house from day to day, and the friendship that was between him and the king"s daughter increased, because she had no one to speak to except Guleesh and the priest, and she liked Guleesh best.
160	PERSON	the king	food;daughter;s;priest;friendship	best	be;use;like;increase;have;put;come;eat;speak	6.08571428571	4.06285714286	5.85095238095	The priest put food on the table again, and they ate together, and Guleesh used after that to come to the house from day to day, and the friendship that was between him and the king"s daughter increased, because she had no one to speak to except Guleesh and the priest, and she liked Guleesh best.
