PARAGRAPH NUMBER	ENTITY TYPE	ENTITY	CO-OCCURRING NOUNS	CO-OCCURRING ADJECTIVES	CO-OCCURRING VERBS	VALENCE	AROUSAL	DOMINANCE	SENTENCE
143	PERSON	the magician	sort;moonlight;potion;language;herb;youth;spoonful;bird	able;powerful	give;make;gather;understand;have;brew	5.93913043478	3.94956521739	5.6947826087	Then the magician brewed a powerful potion out of nine sorts of herbs which he had gathered himself all alone by moonlight, and he gave the youth nine spoonfuls of it daily for three days, which made him able to understand the language of birds.
144	PERSON	Solomon	possession;inscription;s;ring;world		be;do;explain;get;come;find	5.82833333333	3.93055555556	5.58833333333	"If you ever find Solomon"s ring and get possession of it, then come back to me, that I may explain the inscription on the ring to you, for there is no one else in the world who can do this."
146	PERSON	King Solomon	s;ring		try;be;find;lose	5.55571428571	4.27714285714	5.35714285714	He is trying to find King Solomon"s lost ring."
148	PERSON	Hollenmadchen				5.0	5.0	5.0	(3) Hollenmadchen.
150	LOCATION	the spring	youth;moon;bloom;order;face	wrinkled;other;old;full	be;do;keep;wash;know;reply;come;grow	5.88	3.74392857143	5.81107142857	The other replied, "I do not know, certainly, where she is at present, but in three nights from now she will come to the spring to wash her face, as she does every month when the moon is full, in order that she may never grow old nor wrinkled, but may always keep the bloom of youth."
153	LOCATION	the tree	foot;bird	other	be;say;listen;perch;sit	6.078	3.437	5.823	He sat down at the foot of the tree upon which the birds were perched, and listened attentively to what they were saying to each other.
154	LOCATION	the tree	man	young	do;see;think;sit	6.1025	3.56625	6.0225	Do you think she will see that young man sitting under the tree?"
157	LOCATION	the spring	song;face;time;anything;moon	full	notice;look;bath;go;sing;seem;walk;round;kneel	6.24523809524	3.69428571429	5.76714285714	Without seeming to notice anything, she went to the spring, looked up to the full moon, then knelt down and bathed her face nine times, then looked up to the moon again and walked nine times round the well, and as she walked she sang this song:
157	LOCATION	moon	song;face;time;anything;moon	full	notice;look;bath;go;sing;seem;walk;round;kneel	6.24523809524	3.69428571429	5.76714285714	Without seeming to notice anything, she went to the spring, looked up to the full moon, then knelt down and bathed her face nine times, then looked up to the moon again and walked nine times round the well, and as she walked she sang this song:
157	LOCATION	the well	song;face;time;anything;moon	full	notice;look;bath;go;sing;seem;walk;round;kneel	6.24523809524	3.69428571429	5.76714285714	Without seeming to notice anything, she went to the spring, looked up to the full moon, then knelt down and bathed her face nine times, then looked up to the moon again and walked nine times round the well, and as she walked she sang this song:
174	PERSON	King	ring;angel;hand	wise;mortal	be;make;suppose;know;give	6.29285714286	3.95428571429	5.56785714286	But it is not known whether this ring was ever made by mortal hands: it is supposed that an angel gave it to the wise King."
188	LOCATION	the earth	eagle;prey;form;face	human	fly;stand;face	5.948	4.215	5.434	Then the eagle flew down to the earth with her prey, and the two stood face to face once more in human form.
190	PERSON	Prince		most	do;cry;repent;wrong;know;have	4.939	4.557	4.76	cried the Prince; "I know too well how deeply I have wronged you, and most heartily do I repent it."
195	PERSON	Prince	witch-maiden	pretty	be;have;stay	6.15571428571	4.01	5.66857142857	Now, if YOU had been the Prince, would you not rather have stayed with the pretty witch-maiden?
198	PERSON	Andersen				5.0	5.0	5.0	(4) Andersen.
215	LOCATION	the town	everybody;cloth	magnificent	be;talk	6.312	3.544	5.772	Everybody in the town was talking of the magnificent cloth.
238	PERSON	Schmidt				5.0	5.0	5.0	Schmidt.
246	PERSON	the King	daughter;s;fisherman;crab;wife	younger	go;wish;say;marry;tell	6.06	4.29928571429	5.46785714286	One day the Crab said to the fisherman"s wife, "Go to the King and tell him I wish to marry his younger daughter."
249	PERSON	the King	rod;to-morrow;place;crab;time;ground	golden	be;show;give;strike;say;go	5.73052631579	3.84368421053	5.49578947368	Then the Crab gave her a golden rod, and said, "Go and strike with this rod three times upon the ground on the place which the King showed you, and to-morrow morning the wall will be there."
249	LOCATION	the wall	rod;to-morrow;place;crab;time;ground	golden	be;show;give;strike;say;go	5.73052631579	3.84368421053	5.49578947368	Then the Crab gave her a golden rod, and said, "Go and strike with this rod three times upon the ground on the place which the King showed you, and to-morrow morning the wall will be there."
251	LOCATION	The wall	eye		bespeak;stand;have	5.69	3.175	5.4425	The wall stood there before his eyes, exactly as he had bespoken it!
252	PERSON	the King	s;woman;order;majesty	old	go;be;say;fulfil;have	5.72636363636	4.04090909091	5.73636363636	Then the old woman went back to the King and said to him, "Your Majesty"s orders have been fulfilled."
253	PERSON	the King	diamond;daughter;garden;gold;brilliant;fountain;palace;front		play;be;say;stand;give	6.25772727273	4.24818181818	5.75863636364	"That is all very well," said the King, "but I cannot give away my daughter until there stands in front of my palace a garden in which there are three fountains, of which the first must play gold, the second diamonds, and the third brilliants."
254	PERSON	The King	consent;wedding		be;fix;give	6.59285714286	4.12428571429	5.81714285714	The King now gave his consent, and the wedding was fixed for the very next day.
256	PERSON	Ein Mohr				5.0	5.0	5.0	(6) Ein Mohr.
259	PERSON	the King	honour;tournament;prince;world		appoint;say;please;invite;marry	5.75733333333	4.30133333333	5.66933333333	Then the King said to her, "I will appoint a tournament in your honour, and I will invite all the princes in the world to it, and if any one of them pleases you, you shall marry him."
261	PERSON	Princess			desire;do;bring	6.445	4.895	5.97	The Princess did so, and brought him what he desired.
264	PERSON	Prince	tournament;wife	to-day	go;say;know;betray	5.527	4.42	5.353	But before the Prince went to the tournament he said to his wife, "Now I know you will betray me to-day."
266	PERSON	Princess	steed;sister;apple;mother	golden	be;throw;stand;gallop	6.45230769231	4.11307692308	5.54615384615	In the evening, while the Princess, with her mother and sisters, was standing at the window, the Prince suddenly galloped past on his steed and threw her the golden apple.
266	LOCATION	the window	steed;sister;apple;mother	golden	be;throw;stand;gallop	6.45230769231	4.11307692308	5.54615384615	In the evening, while the Princess, with her mother and sisters, was standing at the window, the Prince suddenly galloped past on his steed and threw her the golden apple.
266	PERSON	Prince	steed;sister;apple;mother	golden	be;throw;stand;gallop	6.45230769231	4.11307692308	5.54615384615	In the evening, while the Princess, with her mother and sisters, was standing at the window, the Prince suddenly galloped past on his steed and threw her the golden apple.
268	PERSON	Princess	crab;fright		be;exclaim	5.7225	4.495	4.9275	The Princess in her fright exclaimed, "That is the Crab himself!"
269	PERSON	Princess	use;husband	poor	be;cry;come;do	5.45666666667	4.15222222222	5.11444444444	Then the poor Princess cried bitterly, but it was of no use; her husband did not come back.
276	LOCATION	the table	youth;eagle;stone;fountain	great	go;turn;rise;fly	6.06909090909	3.71181818182	5.78818181818	Then the youths rose from the table, went back to the great stone fountain, turned themselves into eagles again, and flew away.
277	PERSON	Princess	palace		ask;finish;find;have	6.33142857143	3.90285714286	5.80857142857	No sooner had he finished than the Princess asked him whether he could find the way to that palace.
277	LOCATION	the way	palace		ask;finish;find;have	6.33142857143	3.90285714286	5.80857142857	No sooner had he finished than the Princess asked him whether he could find the way to that palace.
279	LOCATION	the table	youth;wine;cup		say;take;seat	5.65	3.885	5.4925	The youths seated themselves at the table; and now the Prince said again, while he took up the cup of wine:
279	PERSON	Prince	youth;wine;cup		say;take;seat	5.65	3.885	5.4925	The youths seated themselves at the table; and now the Prince said again, while he took up the cup of wine:
287	PERSON	Princess	parent;man	old	go;be;say;tell;stay	5.77846153846	4.12076923077	5.46461538462	So the Princess stayed with him, and said to the old man, "Go back to the castle and tell my parents that I am staying here."
287	LOCATION	the castle	parent;man	old	go;be;say;tell;stay	5.77846153846	4.12076923077	5.46461538462	So the Princess stayed with him, and said to the old man, "Go back to the castle and tell my parents that I am staying here."
291	PERSON	Grimm				5.0	5.0	5.0	(7) Grimm.
295	PERSON	the King	s;daughter		go;come;tell	5.82666666667	4.45666666667	5.3	Then go away at once, and tell the King"s daughter to come."
299	LOCATION	the door	look	wide	open	5.525	3.6075	6.0875	Open wide the door, and look
301	PERSON	Prince	mountain;word;permission;stove;everything;time;valley	long	exceed;find;search;wander;have;happen;tell;disappear;speak	5.60227272727	3.90409090909	5.51818181818	Then she told everything that had happened to her, and how, because she had exceeded her permission only to speak three words, the stove had disappeared with the Prince; and how she had searched a very long time, and must wander over mountain and valley till she found him.
308	PERSON	Prince	princess	long;dead	be;marry;think	5.90142857143	4.43142857143	5.08714285714	Now the Prince was about to marry another princess, for he thought she was dead long ago.
324	LOCATION	the earth	claw;air;way;army;dragon	long	set;take;seize	5.427	4.146	5.068	Then the dragon seized them in his claws, took them through the air over the army, and set them down on the earth a long way from it.
326	PERSON	Don	riddle;light;t;brother;time	anxious;afraid;frightened	be;guess;end;make;wasn;bear;say;pass;grow	5.3604	4.0988	5.0476	The time passed quickly away, and when the seven years were nearly ended two of them grew terribly anxious and frightened, but the third made light of it, saying, "Don"t be afraid, brothers, I wasn"t born yesterday; I will guess the riddle."
336	LOCATION	North Sea	horse;meat;sea-cat;wineglass;spoon;roast;foot;whale;rib;silver	dead;hollow	lie;be	5.34260869565	3.75652173913	5.21086956522	In the North Sea lies a dead sea-cat--that shall be their roast meat; and the rib of a whale--that shall be their silver spoon; and the hollow foot of a dead horse--that shall be their wineglass."
342	LOCATION	North Sea	soldier;meat;roast;sea-cat	dead	lie;say;be	5.39833333333	4.1	5.36	Then said the first soldier, "In the North Sea lies a dead sea-cat; that shall be the roast meat."
360	LOCATION	the window	distance;s;bidding;mother	far;sad	do;be;stand;look	5.46166666667	3.78833333333	5.42666666667	So she did her mother"s bidding, and, standing one day by the window, she looked away into the far distance as if she were very sad.
363	PERSON	Hunter	heart;trouble	other	say;remove;have	5.41222222222	4.00111111111	5.54888888889	"If you have no other trouble," said the Hunter, "that one I can easily remove from your heart."
364	PERSON	Hunter	eye;s;witch	heavy;old	become;cause;have	5.0	4.005	5.07875	But now the old witch had through her caused the Hunter"s eyes to become heavy.
371	LOCATION	the mountain	cloud	higher	remain;carry;live;let;take;go	6.153	3.59	5.856	Let him live; he cannot remain here, and if he goes higher up the mountain the clouds will take him and carry him off."
373	LOCATION	the castle	lodging;mother;face	own	go;brown;know;have;beg	5.946	4.244	5.401	He then browned his face quickly, so that his own mother would not have known him, and went into the castle, where he begged for a lodging.
375	PERSON	The witch	business		ask;be	5.386	3.87	5.486	The witch asked, "Countryman, who are you, and what is your business?"
379	LOCATION	the courtyard	shape;donkey;form	human	swallow;run;have;lose	5.469	4.005	5.392	No sooner, however, had she swallowed them than she lost human form, and ran into the courtyard in the shape of a donkey.
381	LOCATION	the kitchen			go;say;fetch	5.67333333333	4.12666666667	5.885	And he said, "I will go to the kitchen and fetch it myself."
382	LOCATION	the courtyard	donkey;salad;ground		run;see;come;lie;be	5.465	3.73	5.355	When he came there he saw the two donkeys running about in the courtyard, but the salad was lying on the ground.
385	LOCATION	the yard	donkey;other;form	human	do;run;eat;have;lose	5.61818181818	4.04090909091	5.70545454545	Then she ate, and, as the others had done, she at once lost her human form, and ran as a donkey into the yard.
386	PERSON	Hunter	faithlessness;reward;one;face	changed	receive;wash;say;know;have;go	6.21083333333	4.09083333333	5.9675	When the Hunter had washed his face, so that the changed ones might know him, he went into the yard, saying, "Now you shall receive a reward for your faithlessness."
386	LOCATION	the yard	faithlessness;reward;one;face	changed	receive;wash;say;know;have;go	6.21083333333	4.09083333333	5.9675	When the Hunter had washed his face, so that the changed ones might know him, he went into the yard, saying, "Now you shall receive a reward for your faithlessness."
387	LOCATION	the window	miller;head		put;knock;ask;want	5.80166666667	4.05	5.61333333333	He knocked at the window, and the miller put his head out and asked what he wanted.
390	PERSON	Hunter	heart;donkey;beating;meal;maiden	youngest;younger;old	beat;be;say;let;find	5.7632	3.7956	5.6928	Then the Hunter said that to the old donkey, which was the witch, three beatings and one meal; to the younger one, which was the servant, one beating and three meals; and to the youngest one, which was the maiden, no beating and three meals; for he could not find it in his heart to let the maiden be beaten.
390	PERSON	the witch	heart;donkey;beating;meal;maiden	youngest;younger;old	beat;be;say;let;find	5.7632	3.7956	5.6928	Then the Hunter said that to the old donkey, which was the witch, three beatings and one meal; to the younger one, which was the servant, one beating and three meals; and to the youngest one, which was the maiden, no beating and three meals; for he could not find it in his heart to let the maiden be beaten.
390	PERSON	the servant	heart;donkey;beating;meal;maiden	youngest;younger;old	beat;be;say;let;find	5.7632	3.7956	5.6928	Then the Hunter said that to the old donkey, which was the witch, three beatings and one meal; to the younger one, which was the servant, one beating and three meals; and to the youngest one, which was the maiden, no beating and three meals; for he could not find it in his heart to let the maiden be beaten.
399	PERSON	Princess	daughter;absence;thing;reason;fairy;serpentine	only;own;little	be;determine;vex;have;bring	6.03545454545	4.24	5.65	The only thing she had to vex her was the absence of her daughter; for the fairies, for reasons of their own, determined to bring up the little Princess Serpentine among themselves.
400	PERSON	Peridor	grief;depth;fairy;man	such;possible	be;plunge;die;live;have;seem	5.64294117647	4.23176470588	5.31705882353	It seems hardly possible that any man should live like Peridor for fifteen years plunged in such depth of grief, and most likely he would have died too if it had not been for the fairies.
401	PERSON	Saphir	everything;prince;time	agreeable;charming	be;know;have;learn	6.07454545455	4.01636363636	5.63	By the time he was fifteen Saphir had learnt everything that a prince should know, and he was, besides, charming and agreeable.
402	PERSON	the girl	glass;childhood;movement	better;wonderful	reflect;be;grow	6.47875	3.75625	5.8575	And, better still, every movement of the girl, just growing out of childhood, was also reflected in the wonderful glass.
405	PERSON	Prince	news;nation;despair;subject	more;much;beloved;sad	be;hear	5.386	4.226	5.243	He was so much beloved by his subjects that this sad news was heard with despair by the nation, and more than all by the Prince.
407	PERSON	King Peridor	town;woman;eye;people;twinkling;field;child;love;reward;man	large;strong;empty	flee;be;promise;have;bear	5.99761904762	4.24523809524	5.43619047619	The love the people bore King Peridor was so strong, and the reward he promised was so large, that in the twinkling of an eye every man, woman, and child had fled into the fields, and the towns were quite empty.
410	PERSON	Saphir	eye;thirst;world;bird;friend;creature	beautiful;little	be;rage;quench;fix;say;have;shake;seek;listen	5.78541666667	4.24916666667	5.67083333333	Saphir, who was raging with thirst, was just about to shake it off anew, when the little creature fixed upon him the most beautiful eyes in the world, and said, "I am a friend of the bird you are seeking, and when you have quenched your thirst listen to me."
411	PERSON	Prince	little;frog;green;command;grass;fill		drink;lay;rest	6.041	4.006	5.834	So the Prince drank his fill, and then, by the command of the Little Green Frog, he lay down on the grass to rest himself.
412	PERSON	Prince	water;word;farewell;frog;luck	little;good	wish;plunge;disappear	5.73916666667	4.24083333333	5.44666666667	Farewell, Prince; I wish you good luck," and with these words the Little Frog plunged into the water and disappeared.
413	PERSON	Prince	lord;face;conduct;question;excuse	further;fancy;lame	depart;seize;fling;drag;let;take;find	5.31473684211	4.19894736842	5.43210526316	They flung themselves on the Prince, seized him, and dragged him before their lord; but, luckily for the Prince, who could only find very lame excuses for his conduct, the lord of the castle took a fancy to his face, and let him depart without further questions.
413	PERSON	Prince	lord;face;conduct;question;excuse	further;fancy;lame	depart;seize;fling;drag;let;take;find	5.31473684211	4.19894736842	5.43210526316	They flung themselves on the Prince, seized him, and dragged him before their lord; but, luckily for the Prince, who could only find very lame excuses for his conduct, the lord of the castle took a fancy to his face, and let him depart without further questions.
413	LOCATION	the castle	lord;face;conduct;question;excuse	further;fancy;lame	depart;seize;fling;drag;let;take;find	5.31473684211	4.19894736842	5.43210526316	They flung themselves on the Prince, seized him, and dragged him before their lord; but, luckily for the Prince, who could only find very lame excuses for his conduct, the lord of the castle took a fancy to his face, and let him depart without further questions.
414	PERSON	Saphir	scolding	poor;good;much;ashamed;sad	be;await;creep	4.77272727273	3.94090909091	5.03090909091	Very sad, and very much ashamed of himself poor Saphir crept back to the fountain, where the Frog was awaiting him with a good scolding.
414	LOCATION	the fountain	scolding	poor;good;much;ashamed;sad	be;await;creep	4.77272727273	3.94090909091	5.03090909091	Very sad, and very much ashamed of himself poor Saphir crept back to the fountain, where the Frog was awaiting him with a good scolding.
417	PERSON	Prince	s;request	natural;reasonable	sound;do;head;refuse;enter	5.678	4.215	5.48	This sounded so reasonable and natural that it did not enter the Prince"s head to refuse her request.
420	LOCATION	the fountain	standing;maiden;palace;taste;mind;spot;doorway;way;place;sight;surprise	rustic;little;best;charming	be;give;leave;see;build;have;seem;find	6.01083333333	4.09125	5.61833333333	But what was his surprise, when instead of finding the fountain in the spot where he had left it, he saw in its place a little rustic palace built in the best taste, and standing in the doorway a charming maiden, at whose sight his mind seemed to give way.
423	PERSON	Prince	anything;unknown;frog;conversation;chance;time;bird;happiness	tender;other;sound;lovely;lucky	be;give;owe;wander;go;restrain;know;have;ask;spend	6.16607142857	4.005	5.39142857143	After some time spent in the most tender conversation, the Prince could not restrain himself from asking the lovely unknown by what lucky chance she was wandering in the forest; where the fountain had gone; and if she knew anything of the Frog to whom he owed all his happiness, and to whom he must give up the bird, which, somehow or other, was still sound asleep.
423	LOCATION	the forest	anything;unknown;frog;conversation;chance;time;bird;happiness	tender;other;sound;lovely;lucky	be;give;owe;wander;go;restrain;know;have;ask;spend	6.16607142857	4.005	5.39142857143	After some time spent in the most tender conversation, the Prince could not restrain himself from asking the lovely unknown by what lucky chance she was wandering in the forest; where the fountain had gone; and if she knew anything of the Frog to whom he owed all his happiness, and to whom he must give up the bird, which, somehow or other, was still sound asleep.
423	LOCATION	the fountain	anything;unknown;frog;conversation;chance;time;bird;happiness	tender;other;sound;lovely;lucky	be;give;owe;wander;go;restrain;know;have;ask;spend	6.16607142857	4.005	5.39142857143	After some time spent in the most tender conversation, the Prince could not restrain himself from asking the lovely unknown by what lucky chance she was wandering in the forest; where the fountain had gone; and if she knew anything of the Frog to whom he owed all his happiness, and to whom he must give up the bird, which, somehow or other, was still sound asleep.
425	PERSON	Saphir	health;state;father;s		be;explain;tell;have	5.8975	3.7825	5.5275	On this Saphir explained about the state of his father"s health, and all that has been told before.
429	PERSON	The fairy	diamantino;widow;aunt;aglantine;conduct	agreeable;other;satisfied	be;make;bring;explain;have;tell;present	5.97470588235	3.82294117647	5.78470588235	The fairy told Serpentine that she was quite satisfied with her conduct, and made herself very agreeable to Saphir, whom she presented to the lady she had brought with her, explaining that the lady was no other than his Aunt Aglantine, widow of Diamantino.
429	PERSON	Saphir	diamantino;widow;aunt;aglantine;conduct	agreeable;other;satisfied	be;make;bring;explain;have;tell;present	5.97470588235	3.82294117647	5.78470588235	The fairy told Serpentine that she was quite satisfied with her conduct, and made herself very agreeable to Saphir, whom she presented to the lady she had brought with her, explaining that the lady was no other than his Aunt Aglantine, widow of Diamantino.
429	PERSON	the lady	diamantino;widow;aunt;aglantine;conduct	agreeable;other;satisfied	be;make;bring;explain;have;tell;present	5.97470588235	3.82294117647	5.78470588235	The fairy told Serpentine that she was quite satisfied with her conduct, and made herself very agreeable to Saphir, whom she presented to the lady she had brought with her, explaining that the lady was no other than his Aunt Aglantine, widow of Diamantino.
429	PERSON	the lady	diamantino;widow;aunt;aglantine;conduct	agreeable;other;satisfied	be;make;bring;explain;have;tell;present	5.97470588235	3.82294117647	5.78470588235	The fairy told Serpentine that she was quite satisfied with her conduct, and made herself very agreeable to Saphir, whom she presented to the lady she had brought with her, explaining that the lady was no other than his Aunt Aglantine, widow of Diamantino.
430	PERSON	Saphir	time;swiftness;spite;air	much;quicker	fly;think;have;pass	6.10666666667	3.86833333333	5.39333333333	But in spite of the swiftness with which they flew through the air, the time passed even quicker for Saphir and Serpentine, who had so much to think about.
430	PERSON	Serpentine	time;swiftness;spite;air	much;quicker	fly;think;have;pass	6.10666666667	3.86833333333	5.39333333333	But in spite of the swiftness with which they flew through the air, the time passed even quicker for Saphir and Serpentine, who had so much to think about.
431	LOCATION	the kingdom	everybody;life;end;people	contented;delighted;happy	be;live	6.77375	4.5875	5.985	The people of the kingdom were delighted, and everybody lived happy and contented to the end of their lives.
434	PERSON	Schmidt	s;schlange;siebenkopfige		die	3.89	5.63333333333	4.42666666667	(9) "Die Siebenkopfige Schlange," from Schmidt"s Griechische Mahrchen.
