PARAGRAPH NUMBER	ENTITY TYPE	ENTITY	CO-OCCURRING NOUNS	CO-OCCURRING ADJECTIVES	CO-OCCURRING VERBS	VALENCE	AROUSAL	DOMINANCE	SENTENCE
34	PERSON	Tarbat	lord;s;relation			5.47666666667	4.39	5.5	Lord Tarbat"s Relations.
35	PERSON	Bogle				5.0	5.0	5.0	The Bogle.
36	PERSON	Daoine Shie				6.585	4.505	6.305	Daoine Shie, or the Men of Peace.
37	PERSON	Bree	death			1.89	5.53	3.42	The Death "Bree."
40	LOCATION	Scotland	land;stream;bogle;brownie;nook;counterpart;being;fairy;dress	different;national;same	distinguish;be;clothe;have;people	6.10466666667	3.74066666667	5.91533333333	The fairies, the brownies, the bogles of Scotland are the same beings as those with whom the Irish have peopled the hills, the nooks, and the streams of their land, yet how different, how distinguished from their counterparts, how clothed, as it were, in the national dress!
40	LOCATION	the hills	land;stream;bogle;brownie;nook;counterpart;being;fairy;dress	different;national;same	distinguish;be;clothe;have;people	6.10466666667	3.74066666667	5.91533333333	The fairies, the brownies, the bogles of Scotland are the same beings as those with whom the Irish have peopled the hills, the nooks, and the streams of their land, yet how different, how distinguished from their counterparts, how clothed, as it were, in the national dress!
43	PERSON	Dick	courtesy;horse;curiosity;bargain;chap;gain;way;neighbourhood;hope;mutchkin	mixed;dry;several;unlucky;mere	sell;do;begin;deal;be;hint;live;know;have;complain;treat	5.68857142857	4.2	5.60035714286	I do not know whether it was from mere curiosity, or whether some hope of gain mixed with it, but after Dick had sold several horses in this way, he began to complain that dry bargains were unlucky, and to hint, that since his chap must live in the neighbourhood, he ought, in the courtesy of dealing, to treat him to half a mutchkin.
45	LOCATION	Kippilaw	windmill;conductor;spot;passage;witch-meeting;cavern;foot;eminence	famous;neighbouring	be;acquaint;see;startle;observe;hear;have;enter	5.55105263158	4.00842105263	5.39157894737	At the foot of this eminence, which is almost as famous for witch-meetings as the neighbouring windmill of Kippilaw, Dick was somewhat startled to observe that his conductor entered the hillside by a passage or cavern, of which he himself, though well acquainted with the spot, had never seen nor heard.
45	PERSON	Dick	windmill;conductor;spot;passage;witch-meeting;cavern;foot;eminence	famous;neighbouring	be;acquaint;see;startle;observe;hear;have;enter	5.55105263158	4.00842105263	5.39157894737	At the foot of this eminence, which is almost as famous for witch-meetings as the neighbouring windmill of Kippilaw, Dick was somewhat startled to observe that his conductor entered the hillside by a passage or cavern, of which he himself, though well acquainted with the spot, had never seen nor heard.
45	LOCATION	the hillside	windmill;conductor;spot;passage;witch-meeting;cavern;foot;eminence	famous;neighbouring	be;acquaint;see;startle;observe;hear;have;enter	5.55105263158	4.00842105263	5.39157894737	At the foot of this eminence, which is almost as famous for witch-meetings as the neighbouring windmill of Kippilaw, Dick was somewhat startled to observe that his conductor entered the hillside by a passage or cavern, of which he himself, though well acquainted with the spot, had never seen nor heard.
52	LOCATION	the cavern	shepherd;stone;fury;breath;horse-jockey;mouth;tale;time;hall;bank	fearful;clear;loose;long;same;unfortunate;whirlwind;steep;sufficient;irresistible	conclude;bear;find;expire;precipitate;tell;howl	5.1962962963	4.06148148148	5.10222222222	At the same time a whirlwind of irresistible fury howled through the long hall, bore the unfortunate horse-jockey clear out of the mouth of the cavern, and precipitated him over a steep bank of loose stones, where the shepherds found him the next morning, with just breath sufficient to tell his fearful tale, after concluding which he expired.
57	LOCATION	America	sheep;people;introduction;consummation;personage;exaction;poverty;rent;opinion;peasantry;prophecy	exorbitant;common	fulfil;be;appear;reduce;have;banish	5.25714285714	3.82214285714	5.17642857143	All these personages have appeared since; and it is the common opinion of the peasantry, that the consummation of the prophecy was fulfilled, when the exaction of the exorbitant rents reduced the Highlanders to poverty, and the introduction of the sheep banished the people to America.
58	PERSON	Kenneth Oer	divination;discretion;degree;gift;time	extraordinary;near;last	be;use;appear;do;pay;have;exercise	5.922	3.97266666667	5.71933333333	Whatever might have been the gift of Kenneth Oer, he does not appear to have used it with an extraordinary degree of discretion; and the last time he exercised it, he was very near paying dear for his divination.
59	PERSON	Kenneth	enemy;attempt;sacrifice;genius;escape;pebble;prophecy;condition;pursuer	better;unknown;enraged;evil;certain	be;have;make;hear;outstrip;forsake	5.17954545455	4.19272727273	5.32818181818	Whether his evil genius had now forsaken him, or his condition was better than that of his pursuers, is unknown, but certain it is, Kenneth, after the sacrifice of the pebbles, outstripped his enraged enemies, and never, so far as I have heard, made any attempt at prophecy from the hour of his escape.
61	PERSON	the boy	blow;term;contention;head;gripe;scuffle;son;s;pot-crook;iron;combat;combatant;dispute;adversary;event;life;man	firm;doubtful;eager;unfortunate;close;friendly	relinquish;be;run;proceed;lock;ensue;bring;observe;have;fall;depart;salute	5.28170731707	4.2912195122	5.31073170732	Having fallen into a dispute with a man with whom he had previously been on friendly terms, they proceeded to blows; in the scuffle, the boy, the son of Ian"s adversary, observing the two combatants locked in a close and firm gripe of eager contention, and being doubtful of the event, ran into the house and brought out the iron pot-crook, with which he saluted the head of the unfortunate Ian so severely, that he not only relinquished his combat, but departed this life on the ensuing morning.
61	PERSON	Ian	blow;term;contention;head;gripe;scuffle;son;s;pot-crook;iron;combat;combatant;dispute;adversary;event;life;man	firm;doubtful;eager;unfortunate;close;friendly	relinquish;be;run;proceed;lock;ensue;bring;observe;have;fall;depart;salute	5.28170731707	4.2912195122	5.31073170732	Having fallen into a dispute with a man with whom he had previously been on friendly terms, they proceeded to blows; in the scuffle, the boy, the son of Ian"s adversary, observing the two combatants locked in a close and firm gripe of eager contention, and being doubtful of the event, ran into the house and brought out the iron pot-crook, with which he saluted the head of the unfortunate Ian so severely, that he not only relinquished his combat, but departed this life on the ensuing morning.
61	LOCATION	the house	blow;term;contention;head;gripe;scuffle;son;s;pot-crook;iron;combat;combatant;dispute;adversary;event;life;man	firm;doubtful;eager;unfortunate;close;friendly	relinquish;be;run;proceed;lock;ensue;bring;observe;have;fall;depart;salute	5.28170731707	4.2912195122	5.31073170732	Having fallen into a dispute with a man with whom he had previously been on friendly terms, they proceeded to blows; in the scuffle, the boy, the son of Ian"s adversary, observing the two combatants locked in a close and firm gripe of eager contention, and being doubtful of the event, ran into the house and brought out the iron pot-crook, with which he saluted the head of the unfortunate Ian so severely, that he not only relinquished his combat, but departed this life on the ensuing morning.
61	PERSON	Ian	blow;term;contention;head;gripe;scuffle;son;s;pot-crook;iron;combat;combatant;dispute;adversary;event;life;man	firm;doubtful;eager;unfortunate;close;friendly	relinquish;be;run;proceed;lock;ensue;bring;observe;have;fall;depart;salute	5.28170731707	4.2912195122	5.31073170732	Having fallen into a dispute with a man with whom he had previously been on friendly terms, they proceeded to blows; in the scuffle, the boy, the son of Ian"s adversary, observing the two combatants locked in a close and firm gripe of eager contention, and being doubtful of the event, ran into the house and brought out the iron pot-crook, with which he saluted the head of the unfortunate Ian so severely, that he not only relinquished his combat, but departed this life on the ensuing morning.
63	PERSON	IRVING	elphin			5.0	5.0	5.0	ELPHIN IRVING.
67	PERSON	The lady		green;kirtle	kilt	6.10666666667	4.28666666667	5.44	"The lady kilted her kirtle green
69	PERSON	The lady	hair	yellow	snood	6.39333333333	3.86333333333	6.30333333333	The lady snooded her yellow hair
78	PERSON	the queen	fairy;o		sing;syne	6.4325	4.7975	6.0225	Syne out then sang the queen o" the fairies,
80	PERSON	Tamlane		young	win;have	6.38	4.40666666667	6.39333333333	She that has won him, young Tamlane,
84	LOCATION	Corrievale	story;mixture;elfin;people;fairies;imagination;adventure;feeling;appeal;legend	traditional;domestic;human;singular	be	6.21266666667	4.06133333333	5.82133333333	In the legends of the people of Corrievale, there is a singular mixture of elfin and human adventure, and the traditional story of the Cupbearer to the Queen of the Fairies appeals alike to our domestic feelings and imagination.
84	PERSON	Queen	story;mixture;elfin;people;fairies;imagination;adventure;feeling;appeal;legend	traditional;domestic;human;singular	be	6.21266666667	4.06133333333	5.82133333333	In the legends of the people of Corrievale, there is a singular mixture of elfin and human adventure, and the traditional story of the Cupbearer to the Queen of the Fairies appeals alike to our domestic feelings and imagination.
85	LOCATION	the door	shepherd;sister;credence;people;sun;influence;story;scene;water;tale;child;tree-root;well	full;old;pure;singular	be;shade;leap;gain;have;seem;tell;lay	5.93620689655	3.99344827586	5.6375862069	A well of pure spring- water leaps out from an old tree-root before the door; and here the shepherds, shading themselves in summer from the influence of the sun, tell to their children the wild tale of Elphin Irving and his sister Phemie; and, singular as the story seems, it has gained full credence among the people where the scene is laid."
85	LOCATION	the wild	shepherd;sister;credence;people;sun;influence;story;scene;water;tale;child;tree-root;well	full;old;pure;singular	be;shade;leap;gain;have;seem;tell;lay	5.93620689655	3.99344827586	5.6375862069	A well of pure spring- water leaps out from an old tree-root before the door; and here the shepherds, shading themselves in summer from the influence of the sun, tell to their children the wild tale of Elphin Irving and his sister Phemie; and, singular as the story seems, it has gained full credence among the people where the scene is laid."
85	PERSON	Elphin Irving	shepherd;sister;credence;people;sun;influence;story;scene;water;tale;child;tree-root;well	full;old;pure;singular	be;shade;leap;gain;have;seem;tell;lay	5.93620689655	3.99344827586	5.6375862069	A well of pure spring- water leaps out from an old tree-root before the door; and here the shepherds, shading themselves in summer from the influence of the sun, tell to their children the wild tale of Elphin Irving and his sister Phemie; and, singular as the story seems, it has gained full credence among the people where the scene is laid."
85	PERSON	Phemie	shepherd;sister;credence;people;sun;influence;story;scene;water;tale;child;tree-root;well	full;old;pure;singular	be;shade;leap;gain;have;seem;tell;lay	5.93620689655	3.99344827586	5.6375862069	A well of pure spring- water leaps out from an old tree-root before the door; and here the shepherds, shading themselves in summer from the influence of the sun, tell to their children the wild tale of Elphin Irving and his sister Phemie; and, singular as the story seems, it has gained full credence among the people where the scene is laid."
86	PERSON	bonnie Corriewater	ane;story;grave;cloak;o;face;remains;shore;gowan;time;bank	bloody;military;foreign;stark;stiff	pull;draw;sob;allow;lie;wi;have;proceed	5.08333333333	4.41333333333	5.20916666667	O bonnie Corriewater, a thousand times have I pulled gowans on its banks wi" ane that lies stiff and stark on a foreign shore in a bloody grave;" and, sobbing audibly, she drew the remains of a military cloak over her face, and allowed the story to proceed.
87	LOCATION	Dryfe Sands	spear;people;scotts;orphan;number;plough;battle;pasture;deed;milk;sheep;strength;gold;inheritance;pet;arm;acre;ancestor;broadsword;delight;courage;minstrel;land;cow;bonnet-piece	many;odd;old;such	be;describe;wield;rank;leave;add;take;have;sing	5.6512195122	3.92292682927	5.61390243902	The inheritance left to the orphans may be briefly described: seventeen acres of plough and pasture land, seven milk cows, and seven pet sheep (many old people take delight in odd numbers); and to this may be added seven bonnet-pieces of Scottish gold, and a broadsword and spear, which their ancestor had wielded with such strength and courage in the battle of Dryfe Sands, that the minstrel who sang of that deed of arms ranked him only second to the Scotts and Johnstones.
91	PERSON	IRVING	phemie	fair		7.14	3.29	6.12	FAIR PHEMIE IRVING.
93	PERSON	Corrie	glen;gay		be	6.145	3.74	5.14	Gay is thy glen, Corrie,
95	PERSON	Green	glen		be	6.235	3.75	5.57	Green is thy glen, Corrie,
95	PERSON	Corrie	glen		be	6.235	3.75	5.57	Green is thy glen, Corrie,
107	LOCATION	the river			go	6.52	4.54	5.11	Where she goes by the river;
128	PERSON	Phemie Irving	interruption;confidence;beauty;story;s;grace;minstrel	additional	pursue;claim;establish;give	5.94272727273	4.23454545455	5.52909090909	This minstrel interruption, while it established Phemie Irving"s claim to grace and to beauty, gave me additional confidence to pursue the story.
131	LOCATION	the vale	terror;apparition;shriek;side;wraith	impressed;other;loud;piercing	be;inspire;hear;fail;utter;find	5.22375	4.445	5.31875	She found him not, and, impressed with the terror which a wraith or apparition seldom fails to inspire, she uttered a shriek so loud and so piercing as to be heard at Johnstone Bank, on the other side of the vale of Corrie."
131	PERSON	Corrie	terror;apparition;shriek;side;wraith	impressed;other;loud;piercing	be;inspire;hear;fail;utter;find	5.22375	4.445	5.31875	She found him not, and, impressed with the terror which a wraith or apparition seldom fails to inspire, she uttered a shriek so loud and so piercing as to be heard at Johnstone Bank, on the other side of the vale of Corrie."
135	LOCATION	the wild	heart;sister;love;belief;language;mind;rank;tryst;youth;other;maiden;chivalry;fear;feeling;assurance	unchristened;full;old;delirious;supernatural;superstitious;new;more	comment;be;join;augment;add;hear;have;carry;hold	5.99777777778	4.21777777778	5.61861111111	They were soon joined by others who had heard the wild and delirious language of his sister: the old belief was added to the new assurance, and both again commented upon by minds full of superstitious feeling, and hearts full of supernatural fears, till the youths and maidens of Corrievale held no more love trysts for seven days and nights, lest, like Elphin Irving, they should be carried away to augment the ranks of the unchristened chivalry.
135	LOCATION	Corrievale	heart;sister;love;belief;language;mind;rank;tryst;youth;other;maiden;chivalry;fear;feeling;assurance	unchristened;full;old;delirious;supernatural;superstitious;new;more	comment;be;join;augment;add;hear;have;carry;hold	5.99777777778	4.21777777778	5.61861111111	They were soon joined by others who had heard the wild and delirious language of his sister: the old belief was added to the new assurance, and both again commented upon by minds full of superstitious feeling, and hearts full of supernatural fears, till the youths and maidens of Corrievale held no more love trysts for seven days and nights, lest, like Elphin Irving, they should be carried away to augment the ranks of the unchristened chivalry.
135	PERSON	Elphin Irving	heart;sister;love;belief;language;mind;rank;tryst;youth;other;maiden;chivalry;fear;feeling;assurance	unchristened;full;old;delirious;supernatural;superstitious;new;more	comment;be;join;augment;add;hear;have;carry;hold	5.99777777778	4.21777777778	5.61861111111	They were soon joined by others who had heard the wild and delirious language of his sister: the old belief was added to the new assurance, and both again commented upon by minds full of superstitious feeling, and hearts full of supernatural fears, till the youths and maidens of Corrievale held no more love trysts for seven days and nights, lest, like Elphin Irving, they should be carried away to augment the ranks of the unchristened chivalry.
136	LOCATION	the land	hip;pipe;hill;preaching;fairy;solway	nocturnal	be;see;play;have;conjure	5.89461538462	3.81	5.80769230769	There has not been a fairy seen in the land since Donald Cargil, the Cameronian, conjured them into the Solway for playing on their pipes during one of his nocturnal preachings on the hip of the Burnswark hill."
136	PERSON	Donald Cargil	hip;pipe;hill;preaching;fairy;solway	nocturnal	be;see;play;have;conjure	5.89461538462	3.81	5.80769230769	There has not been a fairy seen in the land since Donald Cargil, the Cameronian, conjured them into the Solway for playing on their pipes during one of his nocturnal preachings on the hip of the Burnswark hill."
137	LOCATION	Almsfieldtown	sound;meikle;flute;youth;troop;tinwaldkirk;dulcimer;inhabitant;midst;deliverance	sweet;godly;naebody;unhallowed	pray;ride;try;see;have;achieve	6.21666666667	3.95333333333	5.76066666667	Have not the godly inhabitants of Almsfieldtown and Tinwaldkirk seen the sweet youth riding at midnight, in the midst of the unhallowed troop, to the sound of flute and of dulcimer, and though meikle they prayed, naebody tried to achieve his deliverance?"
139	LOCATION	Corrievale	life;occurrence;people;supply;superstition;topic;imagination;belief;home;enthusiasm;peasantry;tradition;subject	ancient;commonest;poetic;full;wondrous;popular;similar	associate;converse;renew;continue;seek;illustrate	5.97	4.06222222222	5.79407407407	"On these and similar topics, which a peasantry full of ancient tradition and enthusiasm and superstition readily associate with the commonest occurrences of life, the people of Corrievale continued to converse till the fall of evening, when each, seeking their home, renewed again the wondrous subject, and illustrated it with all that popular belief and poetic imagination could so abundantly supply.
141	LOCATION	the hills	burial-ground;tress;hand;line;whole;road	uninterrupted;old;busy;steady;ancient	be;shed;gaze;interpose;wind	5.39875	3.895625	5.4825	Amidst the whole, her hands were constantly busy in shedding aside the tresses which interposed between her steady and uninterrupted gaze down a line of old road which wound among the hills to an ancient burial-ground.
142	LOCATION	the tree	figure;song;lock;traveller;rain;manner;round	wild;melancholy;long;delirious	continue;chant;rise;pace;gaze;wring;round	5.6065	3.876	5.3435	"As the traveller continued to gaze, the figure suddenly rose, and, wringing the rain from her long locks, paced round and round the tree, chanting in a wild and melancholy manner an equally wild and delirious song.
154	LOCATION	the fire	maun		burn	3.92666666667	5.61666666667	4.12333333333	the fire maun burn and burn,
161	LOCATION	the earth	light		be;run	6.218	4.502	5.594	But a light is running along the earth,
165	LOCATION	the fire	quake;maun		burn;maun	4.0875	5.8375	4.045	But the fire maun burn, and I maun quake,
168	LOCATION	Craigyburnwood			come	5.64	3.57	5.94	And when they came to Craigyburnwood,
169	PERSON	Queen	fairies		speak	6.215	4.62	5.965	The Queen of the Fairies spoke:
172	PERSON	Heshbon Hill	acorn		find	5.6775	4.0225	5.74	I found the acorn on Heshbon Hill,
173	LOCATION	the nook	s;palmer		poke	5.1175	4.5525	5.5525	In the nook of a palmer"s poke,
176	LOCATION	the fire	fire;burning			4.32	6.05	4.57	the fire, the burning fire,
179	PERSON	Queen	youth;elf		win;say;have	5.87666666667	4.67222222222	5.77	"I have won me a youth," the Elf Queen said,
181	PERSON	Elph Irving		young	win;have	6.164	4.358	5.88	This night I have won young Elph Irving
185	LOCATION	the wild	elf		laugh	6.53333333333	5.60666666667	6.18	And merrily, merrily, laughed the wild elves
186	PERSON	Corris	s;tree;round;greenwood			6.16	3.39	5.13333333333	Round Corris"s greenwood tree.
187	LOCATION	the fire	brain		glow	5.69666666667	4.78333333333	5.41	the fire it glows in my brain,
190	PERSON	Queen	word	secret	whisper;have	5.77	4.30166666667	5.675	The Queen she has whispered a secret word,
198	LOCATION	the fire	maun		burn	3.92666666667	5.61666666667	4.12333333333	the fire that burns, and maun burn;
202	PERSON	Queen	elf		bind;leap	5.294	4.78	5.33	The Elf Queen leaped with a bound,
203	PERSON	Elphin	steed;snow	young		6.3825	4.515	5.625	And young Elphin a steed like December snow
209	LOCATION	the fire	quake;maun		burn;maun	4.0875	5.8375	4.045	But the fire maun burn, and I maun quake,
218	LOCATION	the wild	elf		shriek;sink;laugh	5.534	5.178	5.328	She shrieked and sank, and the wild elves laughed
219	LOCATION	the mountain	mire		ring	5.98	4.16333333333	5.27	Till the mountain rang and mire.
220	LOCATION	the fire	brain		burn	4.75666666667	4.93333333333	4.91666666667	the fire yet burns in my brain,
229	LOCATION	the fire	fire	elfin	bless	5.21333333333	5.55666666667	5.13333333333	Now bless the fire, the elfin fire,
231	LOCATION	the fire	fire	elfin	bless	5.21333333333	5.55666666667	5.13333333333	Now bless the fire, the elfin fire,
234	LOCATION	the burial-ground	sound;minstrelsy;people;elphin;season;troop;earth;stand	spiritual;loose;unchristened	be;perish;win;leap;let;take;come	5.43761904762	4.16238095238	5.59428571429	On Hallowmass Eve, when the spiritual people are let loose on earth for a season, I will take my stand in the burial-ground of Corrie; and when my Elphin and his unchristened troop come past, with the sound of all their minstrelsy, I will leap on him and win him, or perish for ever."
234	PERSON	Corrie	sound;minstrelsy;people;elphin;season;troop;earth;stand	spiritual;loose;unchristened	be;perish;win;leap;let;take;come	5.43761904762	4.16238095238	5.59428571429	On Hallowmass Eve, when the spiritual people are let loose on earth for a season, I will take my stand in the burial-ground of Corrie; and when my Elphin and his unchristened troop come past, with the sound of all their minstrelsy, I will leap on him and win him, or perish for ever."
235	LOCATION	the road	gravestone;life;frost-rime;look;form;lock;back;kirkyard;maid;intensity;burial-ground;spirit	broken;white;ancient;fairest	be;give;watch;seat;flee;find	5.6485	4.0415	5.569	She was found seated in the ancient burial-ground, her back against a broken gravestone, her locks white with frost-rime, watching with intensity of look the road to the kirkyard; but the spirit which gave life to the fairest form of all the maids of Annandale was fled for ever."
235	LOCATION	Annandale	gravestone;life;frost-rime;look;form;lock;back;kirkyard;maid;intensity;burial-ground;spirit	broken;white;ancient;fairest	be;give;watch;seat;flee;find	5.6485	4.0415	5.569	She was found seated in the ancient burial-ground, her back against a broken gravestone, her locks white with frost-rime, watching with intensity of look the road to the kirkyard; but the spirit which gave life to the fairest form of all the maids of Annandale was fled for ever."
236	PERSON	Elphin Irving	story;name;title;fairies;cupbearer;peasant;vale;sense;dame;credence	virtuous;industrious;romantic;singular;supernatural;such;fullest	be;know;obtain	6.002	3.85666666667	5.55266666667	Such is the singular story which the peasants know by the name of "Elphin Irving, the Fairies" Cupbearer"; and the title, in its fullest and most supernatural sense, still obtains credence among the industrious and virtuous dames of the romantic vale of Corrie.
236	PERSON	Corrie	story;name;title;fairies;cupbearer;peasant;vale;sense;dame;credence	virtuous;industrious;romantic;singular;supernatural;such;fullest	be;know;obtain	6.002	3.85666666667	5.55266666667	Such is the singular story which the peasants know by the name of "Elphin Irving, the Fairies" Cupbearer"; and the title, in its fullest and most supernatural sense, still obtains credence among the industrious and virtuous dames of the romantic vale of Corrie.
239	PERSON	Clashnichd	slumberer;anything;burst;s;scene;repose;hamlet;stillness;dead;oft;nothing;ear;shriek;reflection	solemn;poor;pleasant;shrill;deep	be;disturb;bury;surround	5.02090909091	4.03272727273	5.13227272727	In the dead of night, when the surrounding hamlets were buried in deep repose, and when nothing else disturbed the solemn stillness of the midnight scene, oft would the shrill shrieks of poor Clashnichd burst upon the slumberer"s ears, and awake him to anything but pleasant reflections.
240	PERSON	Clashnichd	abode;misfortune;anything;family;entertainment;s;proximity;haunt;audience;lamentation	agreeable	be;cry;consider	5.45357142857	4.19428571429	5.17142857143	From the proximity of his abode to their haunts, it was the misfortune of himself and family to be the nightly audience of Clashnichd"s cries and lamentations, which they considered anything but agreeable entertainment.
242	PERSON	James Gray	ghost;expertness;incivility;age;archer;redress;marksman;time;_;man	best;next	desire;do;repeat;be;confide;choose;allow;apply;fear;tell;_	5.28761904762	4.02238095238	5.37142857143	Confiding, however, in his expertness as an archer--for he was allowed to be the best marksman of the age--James Gray told Clashnichd he did not fear him with all his might,--that _he_ was a man; and desired her, moreover, next time the ghost chose to repeat his incivilities to her, to apply to him, James Gray, for redress.
242	PERSON	Clashnichd	ghost;expertness;incivility;age;archer;redress;marksman;time;_;man	best;next	desire;do;repeat;be;confide;choose;allow;apply;fear;tell;_	5.28761904762	4.02238095238	5.37142857143	Confiding, however, in his expertness as an archer--for he was allowed to be the best marksman of the age--James Gray told Clashnichd he did not fear him with all his might,--that _he_ was a man; and desired her, moreover, next time the ghost chose to repeat his incivilities to her, to apply to him, James Gray, for redress.
242	PERSON	James Gray	ghost;expertness;incivility;age;archer;redress;marksman;time;_;man	best;next	desire;do;repeat;be;confide;choose;allow;apply;fear;tell;_	5.28761904762	4.02238095238	5.37142857143	Confiding, however, in his expertness as an archer--for he was allowed to be the best marksman of the age--James Gray told Clashnichd he did not fear him with all his might,--that _he_ was a man; and desired her, moreover, next time the ghost chose to repeat his incivilities to her, to apply to him, James Gray, for redress.
243	PERSON	Ben Baynac	ghost;mountain;shot;air;smoke;howl	responsive;hideous	re-echo;vanish;groan;surround	5.0275	4.715	5.013125	A hideous howl re-echoed from the surrounding mountains, responsive to the groans of a thousand ghosts; and Ben Baynac, like the smoke of a shot, vanished into air.
244	PERSON	Clashnichd	home;use;s;horse;rest		enjoy;make;return;proceed	6.12181818182	3.74454545455	5.80363636364	Clashnichd then proceeded to make use of the horses, and James Gray returned home to enjoy his night"s rest.
244	PERSON	James Gray	home;use;s;horse;rest		enjoy;make;return;proceed	6.12181818182	3.74454545455	5.80363636364	Clashnichd then proceeded to make use of the horses, and James Gray returned home to enjoy his night"s rest.
245	PERSON	Clashnichd	unruliness;complaint;one-half;stabling;service;cheek;horse;hand;breath;adventure;throat;scarce;trouble;furniture	more;worth;bitterest;bold;arm-chair	vent;be;recline;reach;break;have;enter;ruminate;cause	5.46238095238	3.96428571429	5.42095238095	Scarce had he reached his arm-chair, and reclined his cheek on his hand, to ruminate over the bold adventure of the night, when Clashnichd entered, with her "breath in her throat," and venting the bitterest complaints at the unruliness of his horses, which had broken one-half of her furniture, and caused her more trouble in the stabling of them than their services were worth.
246	PERSON	James	to-morrow	enough;tame	rejoin;be	6.0075	3.465	5.645	"Very well," rejoined James, "they shall be tame enough to-morrow."
248	LOCATION	the fire	wife;clashnichd;caldron;bosom;water;s;time	large;boiling;enraged	be;happen;suspend;overturn	5.34666666667	4.53166666667	5.05916666667	It happened that there was at the time a large caldron of boiling water suspended over the fire, and this caldron the enraged wife overturned in Clashnichd"s bosom!
249	LOCATION	Craig-Aulnaic	wild;lamentation;recovery	melancholy	be;scald;hear;have;utter;flee	5.42875	4.19625	5.53875	Scalded beyond recovery, she fled up the wilds of Craig-Aulnaic, uttering the most melancholy lamentations, nor has she been ever heard of since.
257	LOCATION	the stane	wheel;gown;wee;ane;singing;cave;aneath;o;ilk;strain;music;lady;sma	green;frae;fine;little	be;sit;spin;turn;see;hear;come	5.61875	4.11833333333	5.44666666667	By and by she heard a strain o" fine sma" music, coming as it were frae aneath the stane, and, on turning it up, she saw a cave below, where there were sitting six wee ladies in green gowns, ilk ane o" them spinning on a little wheel, and singing,
260	PERSON	Whippety Stourie	name		be	5.9	3.235	5.32	That Whippety Stourie is my name."
261	LOCATION	the plain	spinner;need;truth;husband;man	rich;good;unable;unhappy	be;look;bring;expect;have;ask;spin;find;telt	5.78	4.00740740741	5.47888888889	They asked why she looked so unhappy, and she telt them that it was she was expected by her husband to be a good spinner, when the plain truth was that she could not spin at all, and found herself quite unable for it, having been so delicately brought up; neither was there any need for it, as her husband was a rich man.
263	PERSON	the lady	wus;heart;distress		say;burst	5.98166666667	4.50666666667	5.46833333333	said the lady, her heart like to burst wi" distress.
265	PERSON	the lady	husband		ask;be;dine;come	6.22625	3.64	5.7725	So the lady asked them all to dine with herself and her husband, on the day when he was to come back.
269	PERSON	John	wife;ll;fie;gentleman;bonnie;face;haste;spinning-wheel;rock;reel;_	spin-spin-spinning	go;cry;spoil;have;burn	5.22214285714	4.42642857143	4.96	cried the gentleman; "then, John, Tam, and Dick, fie, go haste and burn every rock, and reel, and spinning-wheel in the house, for I"ll not have my wife to spoil her bonnie face with _spin-spin-spinning_."
